kodewil_susenaspre2022,total_cat,filled_susenas,filled_ski,empty_both,susenas_perc,ski_perc,sus_ski_rat,sus_ski_dev
3278,215,196,172,49,0.911627906976744,0.8,1.13953488372093,0.111627906976744
3279,233,220,174,31,0.944206008583691,0.746781115879828,1.26436781609195,0.197424892703863
3301,264,263,260,0,0.996212121212121,0.984848484848485,1.01153846153846,0.0113636363636364
3302,264,264,244,0,1,0.924242424242424,1.08196721311475,0.0757575757575758
3303,263,262,254,1,0.996197718631179,0.965779467680608,1.03149606299213,0.0304182509505703
3304,264,260,260,0,0.984848484848485,0.984848484848485,1,0
3305,264,264,263,0,1,0.996212121212121,1.00380228136882,0.00378787878787878
3306,263,255,260,1,0.96958174904943,0.988593155893536,0.980769230769231,-0.0190114068441065
3307,264,258,261,0,0.977272727272727,0.988636363636364,0.988505747126437,-0.0113636363636364
3308,264,263,260,0,0.996212121212121,0.984848484848485,1.01153846153846,0.0113636363636364
3309,264,262,261,0,0.992424242424242,0.988636363636364,1.00383141762452,0.00378787878787878
3310,262,258,196,2,0.984732824427481,0.748091603053435,1.31632653061225,0.236641221374046
3311,258,253,215,6,0.98062015503876,0.833333333333333,1.17674418604651,0.147286821705426
3312,264,259,262,0,0.981060606060606,0.992424242424242,0.988549618320611,-0.0113636363636364
3313,264,264,256,0,1,0.96969696969697,1.03125,0.0303030303030303
3314,264,264,263,0,1,0.996212121212121,1.00380228136882,0.00378787878787878
3315,264,262,261,0,0.992424242424242,0.988636363636364,1.00383141762452,0.00378787878787878
3316,263,262,262,1,0.996197718631179,0.996197718631179,1,0
3317,263,260,259,1,0.988593155893536,0.984790874524715,1.003861003861,0.00380228136882133
3318,264,263,260,0,0.996212121212121,0.984848484848485,1.01153846153846,0.0113636363636364
3319,257,253,198,7,0.98443579766537,0.770428015564202,1.27777777777778,0.214007782101167
3320,263,259,244,1,0.984790874524715,0.927756653992395,1.06147540983607,0.0570342205323193
3321,264,260,250,0,0.984848484848485,0.946969696969697,1.04,0.0378787878787878
3322,263,263,253,1,1,0.961977186311787,1.0395256916996,0.0380228136882129
3323,264,261,263,0,0.988636363636364,0.996212121212121,0.992395437262357,-0.00757575757575757
3324,264,261,248,0,0.988636363636364,0.939393939393939,1.05241935483871,0.0492424242424242
3325,264,264,257,0,1,0.973484848484848,1.0272373540856,0.0265151515151515
3326,264,262,252,0,0.992424242424242,0.954545454545455,1.03968253968254,0.0378787878787878
3327,263,262,244,1,0.996197718631179,0.927756653992395,1.07377049180328,0.0684410646387832
3328,263,262,233,1,0.996197718631179,0.885931558935361,1.1244635193133,0.110266159695817
3329,264,264,251,0,1,0.950757575757576,1.05179282868526,0.0492424242424242
3371,132,132,132,132,1,1,1,0
3372,132,132,132,132,1,1,1,0
3373,132,132,132,132,1,1,1,0
3374,225,211,171,39,0.937777777777778,0.76,1.23391812865497,0.177777777777778
3375,132,131,129,132,0.992424242424242,0.977272727272727,1.01550387596899,0.0151515151515151
3376,132,132,132,132,1,1,1,0
3401,264,259,258,0,0.981060606060606,0.977272727272727,1.00387596899225,0.00378787878787878
3402,219,198,173,45,0.904109589041096,0.789954337899543,1.14450867052023,0.114155251141552
3403,264,262,264,0,0.992424242424242,1,0.992424242424242,-0.00757575757575757
3404,244,238,168,20,0.975409836065574,0.688524590163934,1.41666666666667,0.286885245901639
3471,132,132,132,132,1,1,1,0
3501,264,246,264,0,0.931818181818182,1,0.931818181818182,-0.0681818181818182
3502,264,262,264,0,0.992424242424242,1,0.992424242424242,-0.00757575757575757
3503,264,264,260,0,1,0.984848484848485,1.01538461538462,0.0151515151515151
3504,264,261,256,0,0.988636363636364,0.96969696969697,1.01953125,0.0189393939393939
3505,264,264,259,0,1,0.981060606060606,1.01930501930502,0.0189393939393939
3506,263,263,251,1,1,0.954372623574145,1.04780876494024,0.0456273764258555
3507,264,264,253,0,1,0.958333333333333,1.04347826086957,0.0416666666666666
3508,264,262,262,0,0.992424242424242,0.992424242424242,1,0
3509,264,264,249,0,1,0.943181818181818,1.06024096385542,0.0568181818181818
3510,264,264,253,0,1,0.958333333333333,1.04347826086957,0.0416666666666666
3511,264,262,256,0,0.992424242424242,0.96969696969697,1.0234375,0.0227272727272727
3512,264,262,259,0,0.992424242424242,0.981060606060606,1.01158301158301,0.0113636363636364
3513,263,262,259,1,0.996197718631179,0.984790874524715,1.01158301158301,0.0114068441064639
3514,263,262,251,1,0.996197718631179,0.954372623574145,1.04382470119522,0.0418250950570341
3515,226,217,164,38,0.960176991150442,0.725663716814159,1.32317073170732,0.234513274336283
3516,263,260,232,1,0.988593155893536,0.88212927756654,1.12068965517241,0.106463878326996
3517,262,261,238,2,0.99618320610687,0.908396946564885,1.09663865546219,0.0877862595419848
3518,264,262,259,0,0.992424242424242,0.981060606060606,1.01158301158301,0.0113636363636364
3519,264,264,256,0,1,0.96969696969697,1.03125,0.0303030303030303
3520,264,263,262,0,0.996212121212121,0.992424242424242,1.00381679389313,0.00378787878787878
3521,263,256,260,1,0.973384030418251,0.988593155893536,0.984615384615384,-0.0152091254752852
3522,264,262,262,0,0.992424242424242,0.992424242424242,1,0
3523,264,259,263,0,0.981060606060606,0.996212121212121,0.984790874524715,-0.0151515151515151
3524,263,259,261,1,0.984790874524715,0.992395437262357,0.992337164750958,-0.00760456273764265
3525,263,263,237,1,1,0.901140684410646,1.10970464135021,0.0988593155893536
3526,262,258,257,2,0.984732824427481,0.980916030534351,1.00389105058366,0.00381679389312972
3527,261,251,258,3,0.961685823754789,0.988505747126437,0.972868217054264,-0.0268199233716475
3528,264,260,254,0,0.984848484848485,0.962121212121212,1.02362204724409,0.0227272727272727
3529,264,251,259,0,0.950757575757576,0.981060606060606,0.969111969111969,-0.0303030303030303
3571,132,132,132,132,1,1,1,0
3572,132,131,132,132,0.992424242424242,1,0.992424242424242,-0.00757575757575757
3573,132,132,131,132,1,0.992424242424242,1.00763358778626,0.00757575757575757
3574,131,131,130,133,1,0.99236641221374,1.00769230769231,0.00763358778625956
3575,132,131,131,132,0.992424242424242,0.992424242424242,1,0
3576,132,132,132,132,1,1,1,0
3577,132,132,132,132,1,1,1,0
3578,132,132,132,132,1,1,1,0
3579,247,240,200,17,0.97165991902834,0.809716599190283,1.2,0.161943319838057
3601,263,259,251,1,0.984790874524715,0.954372623574145,1.03187250996016,0.0304182509505703
3602,264,249,258,0,0.943181818181818,0.977272727272727,0.965116279069768,-0.0340909090909091
3603,257,254,159,7,0.988326848249027,0.618677042801556,1.59748427672956,0.369649805447471
3604,263,259,253,1,0.984790874524715,0.961977186311787,1.02371541501976,0.0228136882129277
3671,132,132,129,132,1,0.977272727272727,1.02325581395349,0.0227272727272727
3672,130,128,127,134,0.984615384615385,0.976923076923077,1.00787401574803,0.00769230769230778
3673,255,253,197,9,0.992156862745098,0.772549019607843,1.28426395939086,0.219607843137255
3674,132,131,132,132,0.992424242424242,1,0.992424242424242,-0.00757575757575757
5101,264,263,245,0,0.996212121212121,0.928030303030303,1.0734693877551,0.0681818181818182
5102,264,263,259,0,0.996212121212121,0.981060606060606,1.01544401544402,0.0151515151515151
5103,253,208,233,11,0.822134387351779,0.920948616600791,0.892703862660944,-0.0988142292490118
5104,263,256,257,1,0.973384030418251,0.977186311787072,0.996108949416342,-0.00380228136882133
5105,264,262,255,0,0.992424242424242,0.965909090909091,1.02745098039216,0.0265151515151515
5106,263,260,261,1,0.988593155893536,0.992395437262357,0.996168582375479,-0.00380228136882133
5107,264,258,262,0,0.977272727272727,0.992424242424242,0.984732824427481,-0.0151515151515151
5108,264,262,260,0,0.992424242424242,0.984848484848485,1.00769230769231,0.00757575757575757
5171,132,132,132,132,1,1,1,0
5201,260,252,235,4,0.969230769230769,0.903846153846154,1.07234042553191,0.0653846153846154
5202,264,259,240,0,0.981060606060606,0.909090909090909,1.07916666666667,0.071969696969697
5203,264,262,241,0,0.992424242424242,0.912878787878788,1.08713692946058,0.0795454545454546
5204,263,256,254,1,0.973384030418251,0.965779467680608,1.00787401574803,0.00760456273764254
5205,260,245,248,4,0.942307692307692,0.953846153846154,0.987903225806452,-0.0115384615384616
5206,256,231,249,8,0.90234375,0.97265625,0.927710843373494,-0.0703125
5207,259,251,244,5,0.969111969111969,0.942084942084942,1.02868852459016,0.027027027027027
5208,257,227,253,7,0.883268482490272,0.98443579766537,0.897233201581028,-0.101167315175097
5271,132,132,131,132,1,0.992424242424242,1.00763358778626,0.00757575757575757
5272,255,248,214,9,0.972549019607843,0.83921568627451,1.1588785046729,0.133333333333333
5301,256,249,240,8,0.97265625,0.9375,1.0375,0.03515625
5302,260,254,236,4,0.976923076923077,0.907692307692308,1.07627118644068,0.0692307692307692
5303,241,206,229,23,0.854771784232365,0.950207468879668,0.899563318777293,-0.0954356846473029
5304,237,208,205,27,0.877637130801688,0.864978902953587,1.01463414634146,0.0126582278481013
5305,248,210,225,16,0.846774193548387,0.907258064516129,0.933333333333333,-0.0604838709677419
5306,260,249,256,4,0.957692307692308,0.984615384615385,0.97265625,-0.0269230769230769
5307,255,239,238,9,0.937254901960784,0.933333333333333,1.00420168067227,0.00392156862745097
5308,260,243,241,4,0.934615384615385,0.926923076923077,1.00829875518672,0.00769230769230767
5309,263,245,241,1,0.931558935361217,0.916349809885931,1.01659751037344,0.0152091254752852
5310,262,252,256,2,0.961832061068702,0.977099236641221,0.984375,-0.015267175572519
5311,263,257,247,1,0.977186311787072,0.939163498098859,1.04048582995951,0.0380228136882129
5312,252,243,217,12,0.964285714285714,0.861111111111111,1.11981566820276,0.103174603174603
5313,253,249,200,11,0.984189723320158,0.790513833992095,1.245,0.193675889328063
5314,236,214,192,28,0.906779661016949,0.813559322033898,1.11458333333333,0.0932203389830508
5315,235,204,213,29,0.868085106382979,0.906382978723404,0.95774647887324,-0.0382978723404255
5316,132,131,131,132,0.992424242424242,0.992424242424242,1,0
5317,226,207,188,38,0.915929203539823,0.831858407079646,1.10106382978723,0.084070796460177
5318,227,201,204,37,0.885462555066079,0.898678414096916,0.985294117647059,-0.013215859030837
5319,171,131,170,93,0.766081871345029,0.994152046783626,0.770588235294118,-0.228070175438596
5320,219,207,163,45,0.945205479452055,0.744292237442922,1.26993865030675,0.200913242009132
